,Sequencen,True next word,Predicted word,Predictions,Correct
402,clearing up of men ’ ideas about the world which,they,had,[0.09059355],False
403,change what had long been fixed condition of human life,the,it,[0.0322783],False
404,the current revolution france revolted against its dutch association the,kingdom,great,[0.06455453],False
405,from onward railways multiplied by the middle of the century,network,the,[0.15465389],False
406,treaty of vienna and while the sailing ship spreading european,influence,affairs,[0.06081426],False
407,one prince otto of bavaria and christian governors were set,up,up,[0.32676274],True
408,“ rocket ” with thirteen ton train got up to,speed,the,[0.31482282],False
409,unless it has the spur of contact with independent minds,we,and,[0.08743916],False
410,the continent it meant unity sustained on scale that would,otherwise,have,[0.19034278],False
411,the insurgents and at last britain france and russia took,joint,the,[0.10156469],False
412,full significance of that possibility europe still remains to be,realized,realized,[0.02486714],True
413,stockton and darlington opened and stephenson ’ s “ rocket,”,”,[0.79160917],True
414,motion much mathematical advance systematic development of the use of,optical,vienna,[0.03976133],False
415,and eighteenth centuries and the opening years of the nineteenth,century,century,[0.9856743],True
416,revival of anatomical science the science of geology—foreshadowed by aristotle,and,and,[0.5523894],True
417,later and only their full force the latter half of,the,the,[0.54706585],True
418,of the railway the progress of physical science reacted upon,metallurgy,the,[0.09951175],False
419,insurgents and at last britain france and russia took joint,action,at,[0.02159898],False
420,went from new york hoboken to philadelphia too the first,ship,of,[0.10076232],False
421,its dutch association the kingdom of the netherlands the powers,terrified,of,[0.52520144],False
422,great task of interpreting the record of the rocks early,rolling,rocks,[0.29620606],False
423,by aristotle and anticipated by leonardo vinci —began its great,task,existence,[0.04170593],False
424,of the netherlands the powers terrified at the possibilities of,republic,abraham,[0.01541246],False
425,of continuous access to washington however far the frontier travelled,across,from,[0.23966578],False
426,averaged under miles hour ordinary traveller could not have done,this,his,[0.0623663],False
427,eight hours that is to say they reduced the chief,european,of,[0.26814184],False
428,materials reacted upon practical inventions machinery on new scale and,new,the,[0.09512924],False
429,is to say they reduced the chief european distances to,about,the,[0.11997551],False
430,impossible the steamboat clermont a the steamboat clermont a the,steamboat,steamboat,[0.05008868],True
431,up by the current revolution france revolted against its dutch,association,and,[0.4411401],False
432,catholic as the state religion map europe after the congress,of,of,[0.9869731],True
433,the danubian provinces which are now roumania and serbia part,of,of,[0.93680894],True
434,society and its work realizing the dream of bacon ’,s,s,[0.17319022],True
435,been workable under one administration the full significance of that,possibility,time,[0.07641605],False
436,natural history great revival of anatomical science the science of,geology—foreshadowed,jesus,[0.02921803],False
437,men ’ ideas about the world which they lived progress,the,the,[0.13437395],True
438,continuous access to washington however far the frontier travelled across,the,the,[0.8257723],True
439,stephenson ’ s “ rocket ” with thirteen ton train,got,is,[0.07097203],False
440,only their full force the latter half of the nineteenth,century,century,[0.9486086],True
441,first locomotive the first railway between stockton and darlington opened,and,and,[0.43707],True
442,conservative learning lacking initiative and resistent to innovation unless it,has,is,[0.427312],False
443,were immediate to the united states of america sprawling westward,it,and,[0.04866129],False
444,on liberal opinion protested against this inactivity volunteers from every,european,european,[0.08232195],True
445,but not leading part the philosophical and scientific thought of,this,the,[0.19728942],False
446,thirteen ton train got up to speed of forty four,miles,hours,[0.18762589],False
447,travelling on the liverpool and manchester railway here sudden change,what,had,[0.15003185],False
448,onward railways multiplied by the middle of the century network,of,of,[0.92688566],True
449,unity sustained on scale that would otherwise have been impossible,the,to,[0.42797518],False
450,much more serious one russian poland republican government held out,warsaw,of,[0.08828132],False
451,part but not leading part the philosophical and scientific thought,of,of,[0.17789204],True
452,universities played part but not leading part the philosophical and,scientific,the,[0.09029441],False
453,terrified at the possibilities of republic or of annexation to,france,make,[0.08901817],False
454,the possibilities of republic or of annexation to france hurried,to,from,[0.1837642],False
455,battle of navarino and the tsar invaded turkey by the,treaty,treaty,[0.02948267],True
456,from every european country joined the insurgents and at last,britain,the,[0.11519124],False
457,to be realized europe is still netted boundaries drawn the,horse,great,[0.0720222],False
458,free but she not permitted to resume her ancient republican,traditions,traditions,[0.11125819],True
459,america sprawling westward it meant the possibility of continuous access,to,to,[0.5893574],True
460,up the danubian provinces which are now roumania and serbia,part,and,[0.28780398],False
461,affording the possibility of larger and bolder handling of masses,of,of,[0.915043],True
462,they lived progress the european and europeanized world it went,on,to,[0.19088617],False
463,europe is still netted boundaries drawn the horse and road,era,by,[0.10777906],False
464,transport and made the first locomotive the first railway between,stockton,the,[0.48960984],False
465,one russian poland republican government held out warsaw for year,against,ago,[0.05909227],False
466,the hudson river above new york the first steamship to,put,be,[0.07501984],False
467,clermont a the steamboat clermont a the steamboat if anything,little,to,[0.23809934],False
468,conceivable advantage and he averaged under miles hour ordinary traveller,could,’,[0.11708137],False
469,about tenth of what they had been they made it,possible,possible,[0.07548571],True
470,reacted upon metallurgy improved metallurgy affording the possibility of larger,and,and,[0.40409678],True
471,existence with great violence and cruelty the polish language banned,and,and,[0.67209315],True
472,workable under one administration the full significance of that possibility,europe,of,[0.14175162],False
473,had steamer the clermont with british built engines upon the,hudson,hudson,[0.03412483],True
474,of larger and bolder handling of masses of metal and,other,horses,[0.02504173],False
475,on new scale and new abundance appeared to revolutionize industry,trevithick,trevithick,[0.16948642],True
476,of napoleon coronation portrait of napoleon coronation from print the,british,british,[0.38762134],True
477,coburg gotha there were ineffectual revolts italy and germany and,much,the,[0.01276638],False
478,made the first locomotive the first railway between stockton and,darlington,the,[0.12393983],False
479,protested against this inactivity volunteers from every european country joined,the,the,[0.46218562],True
480,the english call the “ private gentleman ” the scientific,process,culture,[0.03509449],False
481,task of interpreting the record of the rocks early rolling,stock,stock,[0.07634506],True
482,train got up to speed of forty four miles per,hour,and,[0.13200422],False
483,noted the formation of the royal society and its work,realizing,realizing,[0.05262353],True
484,to the united states of america sprawling westward it meant,the,to,[0.24391149],False
485,stock on the liverpool and manchester railway the first days,of,of,[0.49362203],True
486,of that possibility europe still remains to be realized europe,is,the,[0.08378451],False
487,part of the jugo slav region much blood had still,to,to,[0.24663895],True
488,realizing the dream of bacon ’ s new atlantis throughout,the,the,[0.9516385],True
489,producing throughout the seventeenth and eighteenth centuries no striking immediate,results,results,[0.13849118],True
490,scale that would otherwise have been impossible the steamboat clermont,a,a,[0.08037321],True
491,the seventeenth and eighteenth centuries and the opening years of,the,the,[0.43025076],True
492,history great revival of anatomical science the science of geology—foreshadowed,by,and,[0.22921562],False
493,wherever the german tongue spoken there the german fatherland portrait,of,of,[0.87261105],True
494,between stockton and darlington opened and stephenson ’ s “,rocket,ma,[0.05087793],False
495,above new york the first steamship to put to sea,american,and,[0.35983816],False
496,powers and princes were going on europe and the patchwork,of,of,[0.979512],True
497,this period endowed learning is apt to be timid and,conservative,robbed,[0.02068269],False
498,lacking initiative and resistent to innovation unless it has the,spur,story,[0.00901251],False
499,as held good between rome and gaul the first century,then,the,[0.18741012],False
500,the “ private gentleman ” the scientific process could not,have,have,[0.22862914],True
501,on the liverpool and manchester railway the first days of,the,the,[0.73074144],True
502,the russian disaster napoleon travelled from near vilna to paris,hours,india,[0.14397995],False
503,part the philosophical and scientific thought of this period endowed,learning,the,[0.13045073],False
504,these were about the same maximum rates of travel as,held,the,[0.109548],False
505,the firth of clyde canal and american named fulton had,steamer,arisen,[0.23001166],False
506,greek orthodox church substituted for the roman catholic as the,state,roman,[0.09548189],False
507,fought desperate while the governments of europe looked on liberal,opinion,story,[0.04176627],False
508,fleet destroyed by the french and english at the battle,of,of,[0.9760366],True
509,of interpreting the record of the rocks early rolling stock,on,of,[0.14135349],False
510,the european and europeanized world it went on disconnected from,political,the,[0.0789521],False
511,of annexation to france hurried to pacify this situation and,gave,the,[0.10631118],False
512,of the century network of railways had spread all over,europe,the,[0.39837065],False
513,vienna there insurrection of the greeks against the turks for,six,the,[0.08902179],False
514,to transport and made the first locomotive the first railway,between,the,[0.2033225],False
515,inventions machinery on new scale and new abundance appeared to,revolutionize,the,[0.16299763],False
516,access to washington however far the frontier travelled across the,continent,french,[0.02680873],False
517,for the roman catholic as the state religion map europe,after,the,[0.06350531],False
518,of america sprawling westward it meant the possibility of continuous,access,access,[0.15284628],True
519,the rocks early rolling stock on the liverpool and manchester,railway,railway,[0.8085867],True
520,maximum rate of land transport after the russian disaster napoleon,travelled,travelled,[0.1062255],True
521,initiative and resistent to innovation unless it has the spur,of,of,[0.9839749],True
522,of the jugo slav region much blood had still to,run,be,[0.20123772],False
523,the jugo slav region much blood had still to run,however,out,[0.07305548],False
524,map europe after the congress of vienna there insurrection of,the,the,[0.71718436],True
525,masses of metal and other materials reacted upon practical inventions,machinery,and,[0.0647367],False
526,popular songs germany during this period declared that wherever the,german,king,[0.03579973],False
527,reduced the chief european distances to about tenth of what,they,the,[0.12238349],False
528,and general clearing up of men ’ ideas about the,world,old,[0.03216073],False
529,clyde canal and american named fulton had steamer the clermont,with,and,[0.2158793],False
530,at the possibilities of republic or of annexation to france,hurried,but,[0.04673974],False
531,governors were set up the danubian provinces which are now,roumania,roumania,[0.17469032],True
532,innovation unless it has the spur of contact with independent,minds,dignity,[0.0148367],False
533,seventeenth and eighteenth centuries and the opening years of the,nineteenth,roman,[0.07171787],False
534,no striking immediate results political life nor it affecting popular,thought,and,[0.36888188],False
535,use of optical glass microscope and telescope renewed energy classificatory,natural,the,[0.02625095],False
536,blood had still to run however before the turk altogether,expelled,the,[0.2328422],False
537,great as any that had hitherto been workable under one,administration,of,[0.11084876],False
538,invaded turkey by the treaty of adrianople greece declared free,but,and,[0.30530024],False
539,poland republican government held out warsaw for year against nicholas,who,and,[0.21609081],False
540,to france hurried to pacify this situation and gave the,belgians,belgians,[0.02126401],True
541,and gaul the first century then suddenly came this tremendous,change,and,[0.05841451],False
542,have been impossible the steamboat clermont a the steamboat clermont,a,a,[0.05147239],True
543,into the patchwork of the treaty of vienna and while,the,the,[0.39296293],True
544,print the british museum french speaking belgium stirred up by,the,the,[0.6933064],True
545,hour from onward railways multiplied by the middle of the,century,world,[0.05425563],False
546,world which they lived progress the european and europeanized world,it,and,[0.06625915],False
547,of the treaty of vienna and while the sailing ship,spreading,of,[0.13367216],False
548,realized europe is still netted boundaries drawn the horse and,road,the,[0.17868797],False
549,throughout the eighteenth century there much clearing up of general,ideas,ideas,[0.0876465],True
550,their full force the latter half of the nineteenth century,it,the,[0.39055082],False
551,american named fulton had steamer the clermont with british built,engines,the,[0.31155974],False
552,steamboat if anything little ahead of the steam engine its,earlier,black,[0.03436362],False
553,forty eight hours that is to say they reduced the,chief,world,[0.0780559],False
554,german fatherland portrait of napoleon coronation portrait of napoleon coronation,from,from,[0.06981458],True
555,learning is apt to be timid and conservative learning lacking,initiative,initiative,[0.68591404],True
556,about miles he travelling with every conceivable advantage and he,averaged,cracked,[0.02142311],False
557,and the greek orthodox church substituted for the roman catholic,as,church,[0.12327167],False
558,energy classificatory natural history great revival of anatomical science the,science,teachings,[0.04230675],False
559,metal and other materials reacted upon practical inventions machinery on,new,the,[0.20159143],False
560,liverpool and manchester railway the first days of the railway,early,the,[0.371375],False
561,formation of the royal society and its work realizing the,dream,world,[0.01389799],False
562,industry trevithick adapted the watt engine to transport and made,the,the,[0.32684162],True
563,otherwise have been impossible the steamboat clermont a the steamboat,clermont,to,[0.10083038],False
564,force the latter half of the nineteenth century it process,that,of,[0.80061984],False
565,that had hitherto been workable under one administration the full,significance,significance,[0.32010195],True
566,hours this journey of about miles he travelling with every,conceivable,one,[0.03575739],False
567,republican government held out warsaw for year against nicholas who,succeeded,were,[0.10695688],False
568,here sudden change what had long been fixed condition of,human,the,[0.04580955],False
569,leading part the philosophical and scientific thought of this period,endowed,of,[0.19288358],False
570,already noted the formation of the royal society and its,work,work,[0.02509316],True
571,it process that went on chiefly small world of prosperous,and,and,[0.55588216],True
572,land transport after the russian disaster napoleon travelled from near,vilna,the,[0.16231431],False
573,and the patchwork of the treaty of westphalia changing kaleidoscopically,into,by,[0.20788838],False
574,new atlantis throughout the eighteenth century there much clearing up,of,and,[0.16526079],False
575,chief european distances to about tenth of what they had,been,been,[0.11070116],True
576,they reduced the chief european distances to about tenth of,what,the,[0.19239399],False
577,lvii the development of material knowledge throughout the seventeenth and,eighteenth,eighteenth,[0.9526702],True
578,built engines upon the hudson river above new york the,first,first,[0.19870834],True
579,ordinary traveller could not have done this distance twice the,time,time,[0.06958644],True
580,metallurgy affording the possibility of larger and bolder handling of,masses,the,[0.20788799],False
581,progress of physical science reacted upon metallurgy improved metallurgy affording,the,the,[0.9390767],True
582,railway here sudden change what had long been fixed condition,of,of,[0.61598706],True
583,europe after the congress of vienna there insurrection of the,greeks,greeks,[0.070053],True
584,the battle of navarino and the tsar invaded turkey by,the,the,[0.7825982],True
585,the powers and princes were going on europe and the,patchwork,romans,[0.03257757],False
586,first railway between stockton and darlington opened and stephenson ’,s,face,[0.01285905],False
587,ineffectual revolts italy and germany and much more serious one,russian,russian,[0.22294044],True
588,stamped out of existence with great violence and cruelty the,polish,first,[0.01623708],False
589,serbia part of the jugo slav region much blood had,still,the,[0.17665973],False
590,and darlington opened and stephenson ’ s “ rocket ”,with,said,[0.48987982],False
591,ideas about the world which they lived progress the european,and,world,[0.5330946],False
592,america the effects were immediate to the united states of,america,the,[0.31793314],False
593,atlantis throughout the eighteenth century there much clearing up of,general,the,[0.12319335],False
594,of the use of optical glass microscope and telescope renewed,energy,the,[0.02115255],False
595,of napoleon coronation from print the british museum french speaking,belgium,german,[0.05249777],False
596,ten times as great as any that had hitherto been,workable,workable,[0.14679697],True
597,of land transport after the russian disaster napoleon travelled from,near,the,[0.16002843],False
598,much clearing up of general ideas about matter and motion,much,the,[0.14567515],False
599,were set up the danubian provinces which are now roumania,and,and,[0.43359458],True
600,bacon ’ s new atlantis throughout the eighteenth century there,much,were,[0.55394226],False
601,roman catholic as the state religion map europe after the,congress,emperor,[0.05943776],False
602,meant unity sustained on scale that would otherwise have been,impossible,of,[0.04039074],False
603,english call the “ private gentleman ” the scientific process,could,of,[0.41377497],False
604,hour ordinary traveller could not have done this distance twice,the,the,[0.37133133],True
605,most popular songs germany during this period declared that wherever,the,the,[0.45661193],True
606,of the most popular songs germany during this period declared,that,that,[0.34908438],True
607,fixed condition of human life the maximum rate of land,transport,and,[0.31027302],False
608,scale and new abundance appeared to revolutionize industry trevithick adapted,the,the,[0.65940833],True
609,the century network of railways had spread all over europe,early,and,[0.08011229],False
610,phases there steamboat the charlotte dundas on the firth of,clyde,clyde,[0.4538862],True
611,centuries no striking immediate results political life nor it affecting,popular,the,[0.06401322],False
612,and only their full force the latter half of the,nineteenth,nineteenth,[0.02485853],True
613,hours that is to say they reduced the chief european,distances,life,[0.16225074],False
614,lands lvii the development of material knowledge throughout the seventeenth,and,and,[0.8539594],True
615,last britain france and russia took joint action the turkish,fleet,peoples,[0.14845952],False
616,horse and road era america the effects were immediate to,the,the,[0.21294759],True
617,still to run however before the turk altogether expelled from,these,the,[0.5008507],False
618,gotha there were ineffectual revolts italy and germany and much,more,more,[0.27578193],True
619,while the governments of europe looked on liberal opinion protested,against,on,[0.09957672],False
620,napoleon travelled from near vilna to paris hours this journey,of,as,[0.09466671],False
621,throughout the world steady growth of knowledge and general clearing,up,and,[0.11696723],False
622,eighteenth century there much clearing up of general ideas about,matter,the,[0.04840357],False
623,on chiefly small world of prosperous and independent spirited people,without,who,[0.06264713],False
624,one of the most popular songs germany during this period,declared,of,[0.2813907],False
625,to sea american the phœnix which went from new york,hoboken,to,[0.07707041],False
626,spur of contact with independent minds we have already noted,the,the,[0.09234674],True
627,renewed europe the universities played part but not leading part,the,of,[0.823666],False
628,of the railway early rolling stock on the liverpool and,manchester,manchester,[0.7756096],True
629,europe the universities played part but not leading part the,philosophical,roman,[0.11195705],False
630,and then stamped out of existence with great violence and,cruelty,he,[0.04279234],False
631,up of men ’ ideas about the world which they,lived,had,[0.16831227],False
632,held good between rome and gaul the first century then,suddenly,the,[0.12813185],False
633,possibility of larger and bolder handling of masses of metal,and,and,[0.6541705],True
634,of navarino and the tsar invaded turkey by the treaty,of,of,[0.99191177],True
635,navarino and the tsar invaded turkey by the treaty of,adrianople,adrianople,[0.514489],True
636,matter and motion much mathematical advance systematic development of the,use,world,[0.02958307],False
637,of existence with great violence and cruelty the polish language,banned,banned,[0.38168696],True
638,and at last britain france and russia took joint action,the,the,[0.34278497],True
639,meant the possibility of continuous access to washington however far,the,as,[0.12280986],False
640,learning lacking initiative and resistent to innovation unless it has,the,been,[0.21107616],False
641,and while the sailing ship spreading european influence throughout the,world,world,[0.15597478],True
642,against the turks for six years they fought desperate while,the,the,[0.18015614],True
643,volunteers from every european country joined the insurgents and at,last,last,[0.36416164],True
644,of metal and other materials reacted upon practical inventions machinery,on,the,[0.48293427],False
645,to innovation unless it has the spur of contact with,independent,the,[0.02220831],False
646,he travelling with every conceivable advantage and he averaged under,miles,the,[0.11787227],False
647,the british museum french speaking belgium stirred up by the,current,british,[0.04067683],False
648,change the railways reduced this journey for any ordinary traveller,to,to,[0.13957506],True
649,from political life and producing throughout the seventeenth and eighteenth,centuries,centuries,[0.9641584],True
650,from these lands lvii the development of material knowledge throughout,the,the,[0.9168345],True
651,to less than forty eight hours that is to say,they,that,[0.34560925],False
652,from near vilna to paris hours this journey of about,miles,the,[0.17245977],False
653,by the middle of the century network of railways had,spread,risen,[0.09803519],False
654,the patchwork of the treaty of westphalia changing kaleidoscopically into,the,the,[0.95949745],True
655,it possible to carry out administrative work areas ten times,as,and,[0.15353805],False
656,of prosperous and independent spirited people without what the english,call,had,[0.05396489],False
657,of saxe coburg gotha there were ineffectual revolts italy and,germany,germany,[0.03228555],True
658,the maximum rate of land transport after the russian disaster,napoleon,the,[0.08563622],False
659,’ s new atlantis throughout the eighteenth century there much,clearing,of,[0.18030842],False
660,its great task of interpreting the record of the rocks,early,early,[0.08516],True
661,that went on chiefly small world of prosperous and independent,spirited,of,[0.11983826],False
662,and telescope renewed energy classificatory natural history great revival of,anatomical,the,[0.2533519],False
663,of travel as held good between rome and gaul the,first,church,[0.02485764],False
664,this tremendous change the railways reduced this journey for any,ordinary,time,[0.10559218],False
665,clermont with british built engines upon the hudson river above,new,the,[0.253377],False
666,this inactivity volunteers from every european country joined the insurgents,and,and,[0.09794974],True
667,government held out warsaw for year against nicholas who succeeded,alexander,and,[0.07116736],False
668,clermont a the steamboat if anything little ahead of the,steam,old,[0.04013545],False
669,possibility europe still remains to be realized europe is still,netted,to,[0.06360797],False
670,to washington however far the frontier travelled across the continent,it,and,[0.24330223],False
671,ordinary traveller to less than forty eight hours that is,to,the,[0.18076171],False
672,against nicholas who succeeded alexander and then stamped out of,existence,the,[0.28894663],False
673,locomotive the first railway between stockton and darlington opened and,stephenson,stephenson,[0.90480137],True
674,on the firth of clyde canal and american named fulton,had,had,[0.1810431],True
675,britain france and russia took joint action the turkish fleet,destroyed,were,[0.2674529],False
676,banned and the greek orthodox church substituted for the roman,catholic,empire,[0.6601896],False
677,the world steady growth of knowledge and general clearing up,of,of,[0.41979825],True
678,of what they had been they made it possible to,carry,the,[0.05020286],False
679,congress of vienna there insurrection of the greeks against the,turks,church,[0.03217714],False
680,by the treaty of adrianople greece declared free but she,not,had,[0.1119413],False
681,british museum french speaking belgium stirred up by the current,revolution,revolution,[0.03323836],True
682,handling of masses of metal and other materials reacted upon,practical,their,[0.05041016],False
683,journey for any ordinary traveller to less than forty eight,hours,hours,[0.74008036],True
684,kaleidoscopically into the patchwork of the treaty of vienna and,while,the,[0.2947791],False
685,and christian governors were set up the danubian provinces which,are,had,[0.09765059],False
686,independent minds we have already noted the formation of the,royal,world,[0.08211073],False
687,european influence throughout the world steady growth of knowledge and,general,the,[0.11599769],False
688,going on europe and the patchwork of the treaty of,westphalia,westphalia,[0.32071087],True
689,without what the english call the “ private gentleman ”,the,the,[0.18266968],True
690,the liverpool and manchester railway here sudden change what had,long,the,[0.19873597],False
691,century it process that went on chiefly small world of,prosperous,the,[0.04735082],False
692,private gentleman ” the scientific process could not have begun,greece,to,[0.35640612],False
693,about the world which they lived progress the european and,europeanized,europeanized,[0.06386196],True
694,paris hours this journey of about miles he travelling with,every,the,[0.11993041],False
695,ton train got up to speed of forty four miles,per,per,[0.70796895],True
696,aristotle and anticipated by leonardo vinci —began its great task,of,of,[0.23088266],True
697,—began its great task of interpreting the record of the,rocks,rocks,[0.5179338],True
698,turk altogether expelled from these lands lvii the development of,material,the,[0.03533432],False
699,metallurgy improved metallurgy affording the possibility of larger and bolder,handling,creatures,[0.15650459],False
700,adrianople greece declared free but she not permitted to resume,her,his,[0.26504594],False
701,could not have been renewed europe the universities played part,but,of,[0.9747628],False
702,classificatory natural history great revival of anatomical science the science,of,of,[0.96885824],True
703,cruelty the polish language banned and the greek orthodox church,substituted,of,[0.2994197],False
704,provinces which are now roumania and serbia part of the,jugo,mediterranean,[0.07102112],False
705,century there much clearing up of general ideas about matter,and,of,[0.8766407],False
706,american the phœnix which went from new york hoboken to,philadelphia,play,[0.07946749],False
707,thought of this period endowed learning is apt to be,timid,related,[0.01937255],False
708,early rolling stock on the liverpool and manchester railway the,first,first,[0.5698845],True
709,however before the turk altogether expelled from these lands lvii,the,the,[0.92848605],True
710,s new atlantis throughout the eighteenth century there much clearing,up,up,[0.17649338],True
711,as any that had hitherto been workable under one administration,the,the,[0.65078247],True
712,miles he travelling with every conceivable advantage and he averaged,under,the,[0.07838137],False
713,these reactions were to come later and only their full,force,social,[0.02211222],False
714,the first days of the railway early rolling stock on,the,the,[0.7034888],True
715,condition of human life the maximum rate of land transport,after,on,[0.10522703],False
716,this period these reactions were to come later and only,their,to,[0.19682658],False
717,up of general ideas about matter and motion much mathematical,advance,life,[0.086027],False
718,italy and germany and much more serious one russian poland,republican,and,[0.09440382],False
719,spirited people without what the english call the “ private,gentleman,”,[0.35393858],False
720,on disconnected from political life and producing throughout the seventeenth,and,and,[0.61501086],True
721,coronation portrait of napoleon coronation from print the british museum,french,the,[0.14945574],False
722,saxe coburg gotha there were ineffectual revolts italy and germany,and,were,[0.06827361],False
723,the same maximum rates of travel as held good between,rome,the,[0.10218851],False
724,for any ordinary traveller to less than forty eight hours,that,and,[0.06142253],False
725,railway between stockton and darlington opened and stephenson ’ s,“,the,[0.20653664],False
726,hurried to pacify this situation and gave the belgians monarch,leopold,leopold,[0.43420857],True
727,call the “ private gentleman ” the scientific process could,not,have,[0.3075245],False
728,that wherever the german tongue spoken there the german fatherland,portrait,of,[0.11050634],False
729,songs germany during this period declared that wherever the german,tongue,princes,[0.02967649],False
730,that would otherwise have been impossible the steamboat clermont a,the,the,[0.18351147],True
731,carry out administrative work areas ten times as great as,any,the,[0.12476171],False
732,of optical glass microscope and telescope renewed energy classificatory natural,history,history,[0.42508647],True
733,the treaty of adrianople greece declared free but she not,permitted,to,[0.14240494],False
734,treaty of westphalia changing kaleidoscopically into the patchwork of the,treaty,treaty,[0.15663303],True
735,disaster napoleon travelled from near vilna to paris hours this,journey,time,[0.03158591],False
736,great revival of anatomical science the science of geology—foreshadowed by,aristotle,the,[0.20942539],False
737,of general ideas about matter and motion much mathematical advance,systematic,is,[0.00958649],False
738,the first locomotive the first railway between stockton and darlington,opened,calhoun,[0.08691133],False
739,france hurried to pacify this situation and gave the belgians,monarch,monarch,[0.09479187],True
740,larger and bolder handling of masses of metal and other,materials,men,[0.07094278],False
741,which are now roumania and serbia part of the jugo,slav,slav,[0.63548106],True
742,and independent spirited people without what the english call the,“,history,[0.11600477],False
743,steamboat clermont a the steamboat if anything little ahead of,the,the,[0.38657856],True
744,railway early rolling stock on the liverpool and manchester railway,the,the,[0.41386557],True
745,republican traditions german king found for greece one prince otto,of,of,[0.46045265],True
746,liberal opinion protested against this inactivity volunteers from every european,country,and,[0.04670257],False
747,stock on the liverpool and manchester railway the first days,of,of,[0.49362203],True
748,not have begun greece and could not have been renewed,europe,and,[0.06017614],False
749,france and russia took joint action the turkish fleet destroyed,by,the,[0.32738292],False
750,this period declared that wherever the german tongue spoken there,the,were,[0.16628143],False
751,there insurrection of the greeks against the turks for six,years,centuries,[0.44758406],False
752,current revolution france revolted against its dutch association the kingdom,of,of,[0.843851],True
753,the development of material knowledge throughout the seventeenth and eighteenth,centuries,centuries,[0.92774373],True
754,centuries and the opening years of the nineteenth century while,these,the,[0.2761583],False
755,and princes were going on europe and the patchwork of,the,the,[0.5622436],True
756,vinci —began its great task of interpreting the record of,the,the,[0.8837529],True
757,they had been they made it possible to carry out,administrative,of,[0.07425077],False
758,now roumania and serbia part of the jugo slav region,much,the,[0.28344002],False
759,be realized europe is still netted boundaries drawn the horse,and,and,[0.49212614],True
760,the opening years of the nineteenth century while these conflicts,of,of,[0.6787535],True
761,the steamboat clermont a the steamboat if anything little ahead,of,of,[0.74143565],True
762,development of the use of optical glass microscope and telescope,renewed,renewed,[0.024843],True
763,and manchester railway here sudden change what had long been,fixed,altogether,[0.01183718],False
764,nineteenth century while these conflicts of the powers and princes,were,of,[0.44047818],False
765,growth of knowledge and general clearing up of men ’,ideas,minds,[0.05097362],False
766,as great as any that had hitherto been workable under,one,the,[0.6720167],False
767,warsaw for year against nicholas who succeeded alexander and then,stamped,spoke,[0.05602413],False
768,travelled across the continent it meant unity sustained on scale,that,that,[0.13994014],True
769,country joined the insurgents and at last britain france and,russia,the,[0.115783],False
770,tsar invaded turkey by the treaty of adrianople greece declared,free,and,[0.4080961],False
771,they made it possible to carry out administrative work areas,ten,from,[0.08860072],False
772,germany and much more serious one russian poland republican government,held,those,[0.01431623],False
773,knowledge and general clearing up of men ’ ideas about,the,the,[0.2943723],True
774,after the congress of vienna there insurrection of the greeks,against,who,[0.03037499],False
775,polish language banned and the greek orthodox church substituted for,the,the,[0.8923759],True
776,railway the progress of physical science reacted upon metallurgy improved,metallurgy,metallurgy,[0.7906409],True
777,railways multiplied by the middle of the century network of,railways,the,[0.02474725],False
778,the most popular songs germany during this period declared that,wherever,the,[0.14922778],False
779,the possibility of continuous access to washington however far the,frontier,first,[0.0113786],False
780,leonardo vinci —began its great task of interpreting the record,of,of,[0.2696754],True
781,the first railway between stockton and darlington opened and stephenson,’,’,[0.6150919],True
782,independent spirited people without what the english call the “,private,”,[0.04635907],False
783,the liverpool and manchester railway the first days of the,railway,first,[0.1139424],False
784,europeanized world it went on disconnected from political life and,producing,producing,[0.20657839],True
785,at the battle of navarino and the tsar invaded turkey,by,by,[0.2275822],True
786,period endowed learning is apt to be timid and conservative,learning,of,[0.02171915],False
787,minds we have already noted the formation of the royal,society,society,[0.10376622],True
788,long been fixed condition of human life the maximum rate,of,of,[0.90590024],True
789,phœnix which went from new york hoboken to philadelphia too,the,the,[0.430034],True
790,the turk altogether expelled from these lands lvii the development,of,of,[0.9849744],True
791,the german fatherland portrait of napoleon coronation portrait of napoleon,coronation,coronation,[0.64433205],True
792,to resume her ancient republican traditions german king found for,greece,the,[0.05873681],False
793,while these conflicts of the powers and princes were going,on,to,[0.23460709],False
794,to speed of forty four miles per hour from onward,railways,there,[0.03825374],False
795,otto of bavaria and christian governors were set up the,danubian,gauls,[0.02951903],False
796,come later and only their full force the latter half,of,of,[0.858514],True
797,rolling stock on the liverpool and manchester railway the first,days,time,[0.11767892],False
798,improved metallurgy affording the possibility of larger and bolder handling,of,of,[0.47358072],True
799,steamer the clermont with british built engines upon the hudson,river,river,[0.296342],True
800,general ideas about matter and motion much mathematical advance systematic,development,scientific,[0.07405732],False
801,russian disaster napoleon travelled from near vilna to paris hours,this,the,[0.23230016],False
802,to pacify this situation and gave the belgians monarch leopold,of,of,[0.8893529],True
803,continent it meant unity sustained on scale that would otherwise,have,have,[0.41797954],True
804,and eighteenth centuries no striking immediate results political life nor,it,the,[0.17204304],False
805,on scale that would otherwise have been impossible the steamboat,clermont,clermont,[0.07456691],True
806,there were ineffectual revolts italy and germany and much more,serious,than,[0.10960731],False
